sample_date,state,district,soil_type,ph,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,moisture_pct
2024-05-28,Maharashtra,Kolhapur,Alluvial,5.41,0.67,399.78,16.71,218.38,32.08
2025-06-25,Maharashtra,Aurangabad,Loamy,7.38,0.91,304.46,19.82,59.01,26.21
2025-09-26,Maharashtra,Dhule,Loamy,5.69,0.89,250.66,20.95,331.55,48.28
2025-04-26,Maharashtra,Dhule,Red,7.12,0.57,206.62,15.18,247.71,35.81
2024-11-21,Maharashtra,Pune,Loamy,5.6,0.52,80.0,12.32,232.77,40.42
2024-01-29,Maharashtra,Sangli,Loamy,6.47,0.59,201.72,5.88,233.13,39.97
2024-09-15,Maharashtra,Satara,Red,6.55,1.01,317.27,20.53,261.41,38.66
2025-11-28,Maharashtra,Jalgaon,Black,6.26,0.58,335.37,28.19,325.34,39.11
2024-03-15,Maharashtra,Satara,Alluvial,6.56,0.67,311.38,5.56,254.79,34.33
2025-07-10,Maharashtra,Aurangabad,Red,7.52,0.54,272.67,21.76,123.84,55.02
2025-08-03,Maharashtra,Satara,Loamy,6.3,0.83,364.31,24.81,317.55,47.13
2025-05-12,Maharashtra,Aurangabad,Alluvial,7.18,0.69,233.72,12.1,309.86,38.22
2025-02-19,Maharashtra,Aurangabad,Alluvial,6.12,0.4,346.82,36.22,280.55,32.64
2025-12-22,Maharashtra,Satara,Alluvial,6.67,0.41,229.23,18.14,367.52,36.57
2024-12-05,Maharashtra,Jalgaon,Red,7.03,0.15,189.51,20.99,263.04,43.01
2024-11-03,Maharashtra,Aurangabad,Alluvial,6.1,0.44,179.54,20.39,371.14,56.0
2025-12-04,Maharashtra,Kolhapur,Black,5.88,0.85,174.84,5.0,400.72,21.52
2025-09-06,Maharashtra,Nashik,Loamy,7.14,0.98,312.73,32.09,318.23,45.92
2024-08-28,Maharashtra,Nashik,Red,7.59,0.82,200.58,12.44,185.21,51.52
2024-09-09,Maharashtra,Solapur,Red,6.74,0.79,177.36,19.63,246.92,20.16
2024-08-07,Maharashtra,Pune,Alluvial,6.48,0.62,317.1,27.98,383.89,35.83
2025-01-31,Maharashtra,Ahmednagar,Loamy,6.91,0.84,286.24,36.61,110.24,25.23
2024-12-01,Maharashtra,Kolhapur,Alluvial,6.84,0.72,337.01,11.2,220.8,43.17
2025-12-29,Maharashtra,Kolhapur,Alluvial,6.97,1.1,301.01,17.54,225.7,33.7
2025-12-14,Maharashtra,Ahmednagar,Red,5.03,0.63,199.75,35.82,173.48,36.44
2024-01-29,Maharashtra,Pune,Black,6.05,0.99,266.09,26.64,347.29,33.07
2025-05-08,Maharashtra,Nashik,Loamy,6.21,0.87,270.01,28.71,297.68,46.64
2025-12-24,Maharashtra,Jalgaon,Loamy,6.91,0.83,186.47,11.49,188.89,40.75
2025-05-16,Maharashtra,Aurangabad,Loamy,6.93,0.15,171.63,18.21,320.55,40.77
2024-06-02,Maharashtra,Ahmednagar,Loamy,7.25,0.88,205.54,20.32,244.16,39.93
2024-08-18,Maharashtra,Jalgaon,Black,6.98,0.62,422.93,13.42,170.98,44.87
2024-04-11,Maharashtra,Solapur,Red,5.89,0.54,226.98,5.25,188.71,34.86
2024-06-25,Maharashtra,Aurangabad,Black,7.81,0.28,358.63,16.9,303.61,58.41
2025-11-23,Maharashtra,Satara,Alluvial,7.69,0.65,222.51,35.54,353.9,23.18
2024-08-19,Maharashtra,Kolhapur,Red,5.92,0.66,331.11,22.59,211.32,17.29
2024-01-12,Maharashtra,Aurangabad,Black,7.03,0.32,332.2,35.74,314.44,16.3
2024-07-04,Maharashtra,Satara,Loamy,6.38,0.28,336.21,23.79,418.18,13.04
2024-09-22,Maharashtra,Nashik,Loamy,6.9,0.77,291.03,14.35,134.11,46.08
2024-05-14,Maharashtra,Satara,Red,7.54,0.87,370.19,34.78,295.57,44.62
2024-01-31,Maharashtra,Satara,Black,8.29,0.7,290.27,24.12,343.07,52.49
2025-03-31,Maharashtra,Sangli,Red,7.33,0.94,397.08,31.62,250.49,25.32
2024-09-15,Maharashtra,Ahmednagar,Loamy,7.01,0.63,130.41,11.32,383.83,46.95
2024-04-13,Maharashtra,Aurangabad,Black,6.56,0.64,287.86,32.39,479.88,38.68
2025-03-06,Maharashtra,Ahmednagar,Loamy,6.93,0.42,282.67,32.69,294.34,40.0
2025-01-16,Maharashtra,Aurangabad,Red,7.75,0.26,185.08,24.9,236.64,45.51
2025-04-13,Maharashtra,Kolhapur,Red,6.77,1.11,306.37,13.93,357.7,28.92
2025-05-27,Maharashtra,Dhule,Red,6.18,0.93,140.79,21.54,344.21,69.05
2024-07-25,Maharashtra,Ahmednagar,Red,5.67,0.3,207.67,28.11,50.0,53.98
2025-10-08,Maharashtra,Ahmednagar,Red,7.16,0.69,100.07,24.35,259.73,31.62
2025-12-16,Maharashtra,Jalgaon,Alluvial,,0.71,252.0,37.59,320.11,33.26
2025-01-18,Maharashtra,Ahmednagar,Red,7.07,0.49,238.08,19.68,361.22,42.76
2024-01-17,Maharashtra,Aurangabad,Loamy,7.37,0.91,227.28,43.67,195.16,35.68
2025-08-16,Maharashtra,Solapur,Alluvial,7.5,0.54,290.5,30.03,144.49,36.98
2024-01-14,Maharashtra,Solapur,Alluvial,7.98,0.62,325.45,26.48,256.25,27.64
2024-03-21,Maharashtra,Solapur,Black,6.57,0.65,292.19,16.14,227.03,46.81
2024-07-25,Maharashtra,Ahmednagar,Red,5.85,0.56,250.36,11.54,338.58,57.86
2024-07-22,Maharashtra,Sangli,Red,7.05,0.71,247.42,27.23,152.55,27.83
2025-01-13,Maharashtra,Jalgaon,Alluvial,8.12,0.94,334.95,21.28,362.04,21.24
2025-06-27,Maharashtra,Dhule,Black,6.47,0.36,297.08,8.61,395.36,38.24
2024-01-23,Maharashtra,Aurangabad,Alluvial,7.28,0.77,265.82,6.83,260.03,37.66
2025-09-05,Maharashtra,Pune,Alluvial,,0.69,257.13,12.41,266.07,52.05
2024-06-10,Maharashtra,Jalgaon,Red,6.93,0.69,287.62,40.21,183.25,23.25
2025-09-01,Maharashtra,Aurangabad,Black,6.8,0.87,222.53,44.13,205.73,31.54
2024-05-23,Maharashtra,Pune,Alluvial,6.15,0.66,325.72,24.05,219.17,12.23
2024-04-13,Maharashtra,Kolhapur,Red,5.2,0.77,173.93,23.49,404.29,54.5
2025-01-16,Maharashtra,Sangli,Alluvial,6.02,0.83,227.08,18.64,252.81,41.01
2025-03-30,Maharashtra,Kolhapur,Alluvial,6.53,0.52,308.89,12.66,127.78,32.44
2025-02-20,Maharashtra,Sangli,Black,7.57,0.72,169.37,35.75,285.54,22.13
2024-11-19,Maharashtra,Satara,Black,6.73,0.59,134.16,40.74,342.63,23.23
